2018-12-02 14:54:55 - INFO - saving to ./results/pruning_pruningsk
2018-12-02 14:54:55 - DEBUG - run arguments: Namespace(batch_size=256, dataset='cifar10', device='cuda', device_ids=[1], dtype='float', epochs=250, evaluate=None, input_size=None, lr=0.1, model='resnet_quantized_float_bn_pruning', model_config="{'depth': 18}", momentum=0.9, optimizer='SGD', print_freq=10, results_dir='./results', resume='./results/quantized_resnet18_pruning/model_best.pth.tar', save='pruning_pruningsk', seed=123, start_epoch=0, weight_decay=0.0001, workers=8)
2018-12-02 14:54:55 - INFO - creating model resnet_quantized_float_bn_pruning
2018-12-02 14:54:55 - INFO - created model with configuration: {'input_size': None, 'dataset': 'cifar10', 'depth': 18}
2018-12-02 14:54:55 - INFO - loading checkpoint './results/quantized_resnet18_pruning/model_best.pth.tar'
2018-12-02 14:54:57 - INFO - loaded checkpoint './results/quantized_resnet18_pruning/model_best.pth.tar' (epoch 134)
2018-12-02 14:54:57 - INFO - number of parameters: 175258
2018-12-02 14:54:59 - INFO - EVALUATING - Epoch: [0][0/40]	Time 0.301 (0.301)	Data 0.169 (0.169)	Loss 0.3515 (0.3515)	Prec@1 89.453 (89.453)	Prec@5 100.000 (100.000)
2018-12-02 14:55:00 - INFO - EVALUATING - Epoch: [0][10/40]	Time 0.022 (0.049)	Data 0.000 (0.016)	Loss 0.4089 (0.4138)	Prec@1 89.844 (88.139)	Prec@5 99.219 (99.609)
2018-12-02 14:55:00 - INFO - EVALUATING - Epoch: [0][20/40]	Time 0.021 (0.036)	Data 0.000 (0.008)	Loss 0.2704 (0.3918)	Prec@1 91.406 (88.746)	Prec@5 100.000 (99.591)
2018-12-02 14:55:00 - INFO - EVALUATING - Epoch: [0][30/40]	Time 0.021 (0.031)	Data 0.000 (0.006)	Loss 0.3686 (0.3900)	Prec@1 91.016 (88.810)	Prec@5 100.000 (99.635)
2018-12-02 14:55:01 - INFO - training regime: [{'epoch': 0, 'optimizer': 'SGD', 'lr': 0.1, 'weight_decay': 0.0001, 'momentum': 0.9}, {'epoch': 81, 'lr': 0.01}, {'epoch': 122, 'lr': 0.001, 'weight_decay': 0}, {'epoch': 164, 'lr': 0.0001}]
2018-12-02 14:55:01 - INFO - EVALUATING - Epoch: [0][0/40]	Time 0.203 (0.203)	Data 0.171 (0.171)	Loss 1.3818 (1.3818)	Prec@1 67.969 (67.969)	Prec@5 94.922 (94.922)
2018-12-02 14:55:01 - INFO - EVALUATING - Epoch: [0][10/40]	Time 0.021 (0.038)	Data 0.000 (0.016)	Loss 1.5003 (1.3995)	Prec@1 66.797 (67.152)	Prec@5 94.531 (95.668)
2018-12-02 14:55:01 - INFO - EVALUATING - Epoch: [0][20/40]	Time 0.021 (0.030)	Data 0.000 (0.008)	Loss 1.3531 (1.3806)	Prec@1 67.578 (67.429)	Prec@5 95.312 (95.815)
2018-12-02 14:55:02 - INFO - EVALUATING - Epoch: [0][30/40]	Time 0.021 (0.028)	Data 0.000 (0.006)	Loss 1.4603 (1.3806)	Prec@1 67.969 (67.414)	Prec@5 96.094 (95.854)
2018-12-02 14:55:02 - DEBUG - OPTIMIZER - setting lr = 0.1
2018-12-02 14:55:02 - DEBUG - OPTIMIZER - setting momentum = 0.9
2018-12-02 14:55:02 - DEBUG - OPTIMIZER - setting weight_decay = 0.0001
2018-12-02 14:55:02 - INFO - TRAINING - Epoch: [1][0/196]	Time 0.374 (0.374)	Data 0.206 (0.206)	Loss 0.7390 (0.7390)	Prec@1 79.297 (79.297)	Prec@5 98.438 (98.438)
2018-12-02 14:55:03 - INFO - TRAINING - Epoch: [1][10/196]	Time 0.055 (0.085)	Data 0.000 (0.019)	Loss 0.4768 (0.4646)	Prec@1 83.203 (85.511)	Prec@5 99.609 (99.325)
2018-12-02 14:55:03 - INFO - TRAINING - Epoch: [1][20/196]	Time 0.055 (0.071)	Data 0.000 (0.010)	Loss 0.4377 (0.4646)	Prec@1 83.984 (84.691)	Prec@5 99.609 (99.479)
2018-12-02 14:55:04 - INFO - TRAINING - Epoch: [1][30/196]	Time 0.056 (0.066)	Data 0.000 (0.007)	Loss 0.3648 (0.4617)	Prec@1 88.672 (84.602)	Prec@5 99.609 (99.471)
2018-12-02 14:55:04 - INFO - TRAINING - Epoch: [1][40/196]	Time 0.055 (0.063)	Data 0.000 (0.005)	Loss 0.4072 (0.4500)	Prec@1 84.766 (85.013)	Prec@5 99.219 (99.466)
2018-12-02 14:55:05 - INFO - TRAINING - Epoch: [1][50/196]	Time 0.055 (0.062)	Data 0.000 (0.004)	Loss 0.4282 (0.4617)	Prec@1 84.766 (84.475)	Prec@5 99.609 (99.426)
2018-12-02 14:55:05 - INFO - TRAINING - Epoch: [1][60/196]	Time 0.055 (0.061)	Data 0.000 (0.003)	Loss 0.4713 (0.4581)	Prec@1 83.594 (84.471)	Prec@5 98.438 (99.417)
2018-12-02 14:55:06 - INFO - TRAINING - Epoch: [1][70/196]	Time 0.058 (0.060)	Data 0.000 (0.003)	Loss 0.3933 (0.4505)	Prec@1 87.109 (84.738)	Prec@5 99.219 (99.444)
2018-12-02 14:55:07 - INFO - TRAINING - Epoch: [1][80/196]	Time 0.055 (0.059)	Data 0.000 (0.003)	Loss 0.4146 (0.4445)	Prec@1 86.719 (84.891)	Prec@5 98.438 (99.426)
2018-12-02 14:55:07 - INFO - TRAINING - Epoch: [1][90/196]	Time 0.055 (0.059)	Data 0.000 (0.002)	Loss 0.3236 (0.4384)	Prec@1 87.891 (85.058)	Prec@5 100.000 (99.442)
2018-12-02 14:55:08 - INFO - TRAINING - Epoch: [1][100/196]	Time 0.055 (0.059)	Data 0.000 (0.002)	Loss 0.3124 (0.4317)	Prec@1 89.062 (85.191)	Prec@5 99.609 (99.474)
2018-12-02 14:55:08 - INFO - TRAINING - Epoch: [1][110/196]	Time 0.055 (0.058)	Data 0.000 (0.002)	Loss 0.3856 (0.4256)	Prec@1 84.375 (85.322)	Prec@5 100.000 (99.490)
2018-12-02 14:55:09 - INFO - TRAINING - Epoch: [1][120/196]	Time 0.055 (0.058)	Data 0.000 (0.002)	Loss 0.4224 (0.4237)	Prec@1 85.156 (85.366)	Prec@5 99.219 (99.493)
2018-12-02 14:55:09 - INFO - TRAINING - Epoch: [1][130/196]	Time 0.056 (0.058)	Data 0.000 (0.002)	Loss 0.2788 (0.4193)	Prec@1 90.625 (85.508)	Prec@5 100.000 (99.511)
2018-12-02 14:55:10 - INFO - TRAINING - Epoch: [1][140/196]	Time 0.055 (0.058)	Data 0.000 (0.002)	Loss 0.4208 (0.4147)	Prec@1 86.719 (85.663)	Prec@5 99.219 (99.515)
2018-12-02 14:55:10 - INFO - TRAINING - Epoch: [1][150/196]	Time 0.055 (0.058)	Data 0.000 (0.001)	Loss 0.3792 (0.4115)	Prec@1 85.938 (85.749)	Prec@5 98.438 (99.506)
2018-12-02 14:55:11 - INFO - TRAINING - Epoch: [1][160/196]	Time 0.055 (0.057)	Data 0.000 (0.001)	Loss 0.2746 (0.4091)	Prec@1 90.234 (85.843)	Prec@5 100.000 (99.515)
2018-12-02 14:55:12 - INFO - TRAINING - Epoch: [1][170/196]	Time 0.055 (0.057)	Data 0.000 (0.001)	Loss 0.2695 (0.4044)	Prec@1 89.062 (85.988)	Prec@5 100.000 (99.529)
2018-12-02 14:55:12 - INFO - TRAINING - Epoch: [1][180/196]	Time 0.054 (0.057)	Data 0.000 (0.001)	Loss 0.2904 (0.4015)	Prec@1 89.453 (86.076)	Prec@5 99.609 (99.538)
2018-12-02 14:55:13 - INFO - TRAINING - Epoch: [1][190/196]	Time 0.054 (0.057)	Data 0.000 (0.001)	Loss 0.3261 (0.3985)	Prec@1 89.062 (86.177)	Prec@5 100.000 (99.548)
2018-12-02 14:55:13 - INFO - EVALUATING - Epoch: [0][0/40]	Time 0.239 (0.239)	Data 0.211 (0.211)	Loss 0.5392 (0.5392)	Prec@1 82.422 (82.422)	Prec@5 99.609 (99.609)
2018-12-02 14:55:13 - INFO - EVALUATING - Epoch: [0][10/40]	Time 0.021 (0.042)	Data 0.000 (0.019)	Loss 0.6115 (0.5859)	Prec@1 81.641 (81.818)	Prec@5 99.219 (98.970)
2018-12-02 14:55:14 - INFO - EVALUATING - Epoch: [0][20/40]	Time 0.021 (0.032)	Data 0.000 (0.010)	Loss 0.5732 (0.5738)	Prec@1 82.422 (81.864)	Prec@5 99.219 (98.865)
2018-12-02 14:55:14 - INFO - EVALUATING - Epoch: [0][30/40]	Time 0.021 (0.029)	Data 0.000 (0.007)	Loss 0.6011 (0.5656)	Prec@1 80.859 (81.729)	Prec@5 99.219 (99.080)
2018-12-02 14:55:14 - INFO - TRAINING - Epoch: [2][0/196]	Time 0.274 (0.274)	Data 0.201 (0.201)	Loss 0.3350 (0.3350)	Prec@1 87.891 (87.891)	Prec@5 100.000 (100.000)
2018-12-02 14:55:15 - INFO - TRAINING - Epoch: [2][10/196]	Time 0.055 (0.076)	Data 0.000 (0.018)	Loss 0.3823 (0.3375)	Prec@1 83.594 (88.139)	Prec@5 100.000 (99.822)
2018-12-02 14:55:15 - INFO - TRAINING - Epoch: [2][20/196]	Time 0.055 (0.066)	Data 0.000 (0.010)	Loss 0.2982 (0.3349)	Prec@1 90.234 (88.114)	Prec@5 99.609 (99.665)
2018-12-02 14:55:16 - INFO - TRAINING - Epoch: [2][30/196]	Time 0.055 (0.063)	Data 0.000 (0.007)	Loss 0.3335 (0.3349)	Prec@1 87.891 (88.017)	Prec@5 99.609 (99.710)
2018-12-02 14:55:17 - INFO - TRAINING - Epoch: [2][40/196]	Time 0.055 (0.061)	Data 0.000 (0.005)	Loss 0.3189 (0.3284)	Prec@1 87.891 (88.281)	Prec@5 100.000 (99.743)
2018-12-02 14:55:17 - INFO - TRAINING - Epoch: [2][50/196]	Time 0.055 (0.060)	Data 0.000 (0.004)	Loss 0.2907 (0.3374)	Prec@1 89.844 (87.906)	Prec@5 99.219 (99.717)
2018-12-02 14:55:18 - INFO - TRAINING - Epoch: [2][60/196]	Time 0.055 (0.059)	Data 0.000 (0.003)	Loss 0.3303 (0.3337)	Prec@1 89.062 (88.025)	Prec@5 99.609 (99.744)
2018-12-02 14:55:18 - INFO - TRAINING - Epoch: [2][70/196]	Time 0.055 (0.059)	Data 0.000 (0.003)	Loss 0.2466 (0.3293)	Prec@1 91.406 (88.226)	Prec@5 100.000 (99.752)
2018-12-02 14:55:19 - INFO - TRAINING - Epoch: [2][80/196]	Time 0.055 (0.058)	Data 0.000 (0.003)	Loss 0.3449 (0.3269)	Prec@1 88.281 (88.363)	Prec@5 99.219 (99.759)
2018-12-02 14:55:19 - INFO - TRAINING - Epoch: [2][90/196]	Time 0.055 (0.058)	Data 0.000 (0.002)	Loss 0.3955 (0.3288)	Prec@1 86.328 (88.333)	Prec@5 99.609 (99.734)
2018-12-02 14:55:20 - INFO - TRAINING - Epoch: [2][100/196]	Time 0.055 (0.058)	Data 0.000 (0.002)	Loss 0.3414 (0.3266)	Prec@1 87.891 (88.432)	Prec@5 99.219 (99.722)
2018-12-02 14:55:20 - INFO - TRAINING - Epoch: [2][110/196]	Time 0.055 (0.058)	Data 0.000 (0.002)	Loss 0.3886 (0.3271)	Prec@1 84.766 (88.422)	Prec@5 99.609 (99.697)
2018-12-02 14:55:21 - INFO - TRAINING - Epoch: [2][120/196]	Time 0.055 (0.057)	Data 0.000 (0.002)	Loss 0.2988 (0.3262)	Prec@1 89.062 (88.414)	Prec@5 100.000 (99.703)
2018-12-02 14:55:22 - INFO - TRAINING - Epoch: [2][130/196]	Time 0.055 (0.057)	Data 0.000 (0.002)	Loss 0.3746 (0.3266)	Prec@1 87.109 (88.386)	Prec@5 99.609 (99.711)
2018-12-02 14:55:22 - INFO - TRAINING - Epoch: [2][140/196]	Time 0.055 (0.057)	Data 0.000 (0.002)	Loss 0.3746 (0.3287)	Prec@1 89.062 (88.353)	Prec@5 99.609 (99.712)
2018-12-02 14:55:23 - INFO - TRAINING - Epoch: [2][150/196]	Time 0.055 (0.057)	Data 0.000 (0.001)	Loss 0.3168 (0.3293)	Prec@1 89.453 (88.333)	Prec@5 100.000 (99.708)
2018-12-02 14:55:23 - INFO - TRAINING - Epoch: [2][160/196]	Time 0.055 (0.057)	Data 0.000 (0.001)	Loss 0.3883 (0.3303)	Prec@1 86.719 (88.313)	Prec@5 98.828 (99.706)
2018-12-02 14:55:24 - INFO - TRAINING - Epoch: [2][170/196]	Time 0.055 (0.057)	Data 0.000 (0.001)	Loss 0.3479 (0.3297)	Prec@1 87.109 (88.341)	Prec@5 100.000 (99.703)
2018-12-02 14:55:24 - INFO - TRAINING - Epoch: [2][180/196]	Time 0.055 (0.057)	Data 0.000 (0.001)	Loss 0.3449 (0.3289)	Prec@1 87.891 (88.368)	Prec@5 99.609 (99.702)
2018-12-02 14:55:25 - INFO - TRAINING - Epoch: [2][190/196]	Time 0.054 (0.057)	Data 0.000 (0.001)	Loss 0.3654 (0.3290)	Prec@1 89.453 (88.392)	Prec@5 98.828 (99.697)
2018-12-02 14:55:25 - INFO - EVALUATING - Epoch: [0][0/40]	Time 0.225 (0.225)	Data 0.199 (0.199)	Loss 0.6101 (0.6101)	Prec@1 83.203 (83.203)	Prec@5 98.828 (98.828)
2018-12-02 14:55:26 - INFO - EVALUATING - Epoch: [0][10/40]	Time 0.021 (0.041)	Data 0.000 (0.018)	Loss 0.4775 (0.5520)	Prec@1 85.938 (82.528)	Prec@5 100.000 (99.254)
2018-12-02 14:55:26 - INFO - EVALUATING - Epoch: [0][20/40]	Time 0.021 (0.032)	Data 0.000 (0.010)	Loss 0.5142 (0.5534)	Prec@1 81.641 (82.403)	Prec@5 99.609 (99.200)
2018-12-02 14:55:26 - INFO - EVALUATING - Epoch: [0][30/40]	Time 0.021 (0.028)	Data 0.000 (0.006)	Loss 0.5133 (0.5521)	Prec@1 82.031 (82.371)	Prec@5 99.609 (99.307)
2018-12-02 14:55:26 - INFO - TRAINING - Epoch: [3][0/196]	Time 0.335 (0.335)	Data 0.263 (0.263)	Loss 0.2820 (0.2820)	Prec@1 89.844 (89.844)	Prec@5 100.000 (100.000)
2018-12-02 14:55:27 - INFO - TRAINING - Epoch: [3][10/196]	Time 0.057 (0.082)	Data 0.000 (0.024)	Loss 0.3808 (0.3207)	Prec@1 87.891 (89.205)	Prec@5 100.000 (99.858)
2018-12-02 14:55:28 - INFO - TRAINING - Epoch: [3][20/196]	Time 0.055 (0.070)	Data 0.000 (0.013)	Loss 0.2904 (0.3194)	Prec@1 90.625 (89.081)	Prec@5 99.609 (99.702)
2018-12-02 14:55:28 - INFO - TRAINING - Epoch: [3][30/196]	Time 0.055 (0.066)	Data 0.000 (0.009)	Loss 0.2952 (0.3095)	Prec@1 92.578 (89.403)	Prec@5 99.609 (99.698)
2018-12-02 14:55:29 - INFO - TRAINING - Epoch: [3][40/196]	Time 0.055 (0.063)	Data 0.000 (0.007)	Loss 0.3212 (0.3133)	Prec@1 86.719 (89.253)	Prec@5 99.609 (99.657)
2018-12-02 14:55:29 - INFO - TRAINING - Epoch: [3][50/196]	Time 0.058 (0.062)	Data 0.000 (0.005)	Loss 0.2998 (0.3122)	Prec@1 89.453 (89.200)	Prec@5 100.000 (99.663)
